Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Bldg ID,Bldg Name,Ownership,Room Number,Square Feet,Room Function,Shared with other schools?,Inside v outside,Space used for any other purpose beside PE,Location 1
Manhattan,2,2,02M077,P.S. 77 Lower Lab School,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,M39,729,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M077,P.S. 77 Lower Lab School,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"2,710",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M077,P.S. 77 Lower Lab School,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"3,762",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M089,P.S. 89,Elementary,M089,P.S./I.S. 89 - MANHATTAN,DOE Owned,127,688,DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M089,P.S. 89,Elementary,M089,P.S./I.S. 89 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"8,600",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M104,J.H.S. 104 Simon Baruch,Junior High-Intermediate-Middle,M104,I.S. 104 - MANHATTAN,DOE Owned,134,"6,110",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M104,J.H.S. 104 Simon Baruch,Junior High-Intermediate-Middle,M104,I.S. 104 - MANHATTAN,DOE Owned,223,836,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M104,J.H.S. 104 Simon Baruch,Junior High-Intermediate-Middle,M104,I.S. 104 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"6,747",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M111,P.S. 111 Adolph S. Ochs,Elementary,M111,P.S. 111 - MANHATTAN,DOE Owned,GYM,"3,816",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M111,P.S. 111 Adolph S. Ochs,Elementary,M111,P.S. 111 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"29,809",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M111,P.S. 111 Adolph S. Ochs,Elementary,M111,P.S. 111 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"7,509",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M114,East Side Middle School,Junior High-Intermediate-Middle,M114,EAST SIDE MIDDLE SCHOOL - MANHATTAN,DOE Owned,302,476,WEIGHT ROOM,Y,Inside,N,
Manhattan,2,2,02M114,East Side Middle School,Junior High-Intermediate-Middle,M114,EAST SIDE MIDDLE SCHOOL - MANHATTAN,DOE Owned,304,"4,888",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M116,P.S. 116 Mary Lindley Murray,Elementary,M116,P.S. 116 - MANHATTAN,DOE Owned,208,550,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M116,P.S. 116 Mary Lindley Murray,Elementary,M116,P.S. 116 - MANHATTAN,DOE Owned,GYM,"4,293",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M116,P.S. 116 Mary Lindley Murray,Elementary,M116,P.S. 116 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"15,039",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,DOE Owned,104,594,MULTI-PURPOSE ROOM,N,Inside,Y,
Manhattan,2,2,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,DOE Owned,207,"2,842",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,DOE Owned,212,630,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,134",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M124,P.S. 124 Yung Wing,Elementary,M124,P.S. 124 (ECF) - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"14,854",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M126,P.S. 126 Jacob August Riis,K-8,M126,P.S. 126 - MANHATTAN,DOE Owned,207,561,WEIGHT ROOM,N,Inside,N,
Manhattan,2,2,02M126,P.S. 126 Jacob August Riis,K-8,M126,P.S. 126 - MANHATTAN,DOE Owned,GYM,"4,410",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M126,P.S. 126 Jacob August Riis,K-8,M126,P.S. 126 - MANHATTAN,DOE Owned,PLAYROM,"1,674",GYM/CAFETERIA,N,Inside,Y,
Manhattan,2,2,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,DOE Owned,303,588,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,DOE Owned,308,560,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,DOE Owned,407,567,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,DOE Owned,GYM,"2,950",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M130,P.S. 130 Hernando De Soto,Elementary,M130,P.S. 130 - MANHATTAN,DOE Owned,PLAY,"3,024",MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M131,M.S. 131,Junior High-Intermediate-Middle,M131,I.S. 131 - MANHATTAN,DOE Owned,106,"1,720",DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M131,M.S. 131,Junior High-Intermediate-Middle,M131,I.S. 131 - MANHATTAN,DOE Owned,C40,984,DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M131,M.S. 131,Junior High-Intermediate-Middle,M131,I.S. 131 - MANHATTAN,DOE Owned,GYM,"5,220",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M131,M.S. 131,Junior High-Intermediate-Middle,M131,I.S. 131 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,998",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M135,The Urban Assembly School for Emergency Management,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,250,"6,882",GYM/AUD/CAFETERIA,Y,Inside,Y,
Manhattan,2,2,02M135,The Urban Assembly School for Emergency Management,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,GYM #1,"5,106",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M135,The Urban Assembly School for Emergency Management,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,GYM #2,"11,840",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M135,The Urban Assembly School for Emergency Management,High school,M521,BERGTRAUM AF - MANHATTAN,DOE Owned,ATHLETIC FIELD,"102,000",ATHLETIC FIELD,Y,Outside,N,
Manhattan,2,2,02M135,The Urban Assembly School for Emergency Management,High school,M521,BERGTRAUM AF - MANHATTAN,DOE Owned,FIELD HOUSE,"3,150",FIELD HOUSE,Y,Inside,N,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,201,448,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,202,"1,479",MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,243,612,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,310,874,MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,341,"1,089",MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,343,360,MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,346,"1,085",MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,644,640,WEIGHT ROOM,Y,Inside,N,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,236A,608,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,346B,"1,050",MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,2,2,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,B18,"6,016",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M150,P.S. 150,Elementary,M840,P.S. 150 - MANHATTAN,Tax Levy Lease,1 FLOOR,884,PLAYROOM/CAFETERIA,N,Inside,Y,
Manhattan,2,2,02M150,P.S. 150,Elementary,M840,P.S. 150 - MANHATTAN,Tax Levy Lease,MULTI,884,MULTI-PURPOSE ROOM,N,Inside,Y,
Manhattan,2,2,02M150,P.S. 150,Elementary,M840,P.S. 150 - MANHATTAN,Tax Levy Lease,OUTDOOR YARD 1,"8,874",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M151,Yorkville Community School,Elementary,M066,RICHARD R GREEN HS OF TEACHING - M,DOE Owned,306,567,DANCE ROOM,N,Inside,N,
Manhattan,2,2,02M151,Yorkville Community School,Elementary,M066,RICHARD R GREEN HS OF TEACHING - M,DOE Owned,301/302,"1,218",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,DOE Owned,301,528,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,DOE Owned,401,528,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,DOE Owned,520,552,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,DOE Owned,409E,338,ADAPTIVE PHYSICAL EDUCATION,Y,Inside,N,
Manhattan,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,DOE Owned,GYM1,"5,734",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,DOE Owned,GYM2,"2,968",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M158,P.S. 158 Bayard Taylor,Elementary,M158,P.S. 158 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"12,991",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M167,J.H.S. 167 Robert F. Wagner,Junior High-Intermediate-Middle,M167,I.S. 167 - MANHATTAN,DOE Owned,B2,675,GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M167,J.H.S. 167 Robert F. Wagner,Junior High-Intermediate-Middle,M167,I.S. 167 - MANHATTAN,DOE Owned,GYM,"6,976",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M167,J.H.S. 167 Robert F. Wagner,Junior High-Intermediate-Middle,M167,I.S. 167 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"31,029",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - MANHATTAN,DOE Owned,301,528,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - MANHATTAN,DOE Owned,401,528,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - MANHATTAN,DOE Owned,520,552,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - MANHATTAN,DOE Owned,409E,338,ADAPTIVE PHYSICAL EDUCATION,Y,Inside,N,
Manhattan,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - MANHATTAN,DOE Owned,GYM1,"5,734",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - MANHATTAN,DOE Owned,GYM2,"2,968",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,M158,P.S. 158 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"12,991",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,DOE Owned,404,"3,245",MULTI-PURPOSE NON CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,DOE Owned,507,638,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,DOE Owned,GYM,"3,422",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M183,P.S. 183 Robert L. Stevenson,Elementary,M183,P.S. 183 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"12,766",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M183,P.S. 183 Robert L. Stevenson,Elementary,M390,P.S. 183 GYM - MANHATTAN,DOE Owned,GYM,"3,540",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,223,280,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,GYM,"3,630",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,M1,702,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,M39,729,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"2,710",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M198,P.S. 198 Isador E. Ida Straus,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"3,762",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - MANHATTAN,DOE Owned,5A,"2,146",DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - MANHATTAN,DOE Owned,5B,"2,166",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M212,P.S. 212 Midtown West,Elementary,M017,I.S. 17 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"8,034",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M217,P.S./I.S. 217 Roosevelt Island,K-8,M271,P.S./I.S. 217 - MANHATTAN,DOE Owned,8,575,WEIGHT ROOM,N,Inside,N,
Manhattan,2,2,02M217,P.S./I.S. 217 Roosevelt Island,K-8,M271,P.S./I.S. 217 - MANHATTAN,DOE Owned,B40A,"5,130",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M217,P.S./I.S. 217 Roosevelt Island,K-8,M271,P.S./I.S. 217 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"16,816",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,268,875,WEIGHT ROOM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,318,903,DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,505,836,DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,641,"1,104",DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,643,420,DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,2FL GYM,"7,740",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,3FL GYM,"7,740",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,BALCGYM,900,GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M225,Ella Baker School,K-8,M480,JULIA RICHMAN ED. COMPLEX - M,DOE Owned,POOL,"5,135",SWIMMING POOL,Y,Inside,N,
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,DOE Owned,106,"2,494",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,DOE Owned,229,812,DANCE ROOM,N,Inside,N,
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"9,978",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M234,P.S. 234 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"5,949",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M234,P.S. 234 Independence School,Elementary,M843,P.S. 234 ANNEX - MANHATTAN,Tax Levy Lease,430,377,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - MANHATTAN,DOE Owned,1ST FL,"4,503",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - MANHATTAN,DOE Owned,202A,175,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - MANHATTAN,DOE Owned,202B,408,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - MANHATTAN,DOE Owned,3 FL,"2,652",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,980",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M260,M.S. 260 Clinton School Writers & Artists,Secondary School,M868,THE CLINTON SCHOOL - MANHATTAN,DOE Owned,406,297,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M260,M.S. 260 Clinton School Writers & Artists,Secondary School,M868,THE CLINTON SCHOOL - MANHATTAN,DOE Owned,B6,"6,936",GYM/AUDITORIUM,Y,Inside,Y,
Manhattan,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 (MEETH) - MANHATTAN,DOE Owned,602,"3,344",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (MEETH) -MANHATTAN,DOE Owned,OUTDOOR YARD 1,"1,382",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - MANHATTAN,Tax Levy Lease,108,"5,040",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - MANHATTAN,Tax Levy Lease,113,950,DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - MANHATTAN,Tax Levy Lease,606,728,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - MANHATTAN,Tax Levy Lease,608,728,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - MANHATTAN,Tax Levy Lease,801,616,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,250,"6,882",GYM/AUD/CAFETERIA,Y,Inside,Y,
Manhattan,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,GYM #1,"5,106",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,GYM #2,"11,840",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M280,Manhattan Early College School for Advertising,High school,M521,BERGTRAUM AF - MANHATTAN,DOE Owned,ATHLETIC FIELD,"102,000",ATHLETIC FIELD,Y,Outside,N,
Manhattan,2,2,02M280,Manhattan Early College School for Advertising,High school,M521,BERGTRAUM AF - MANHATTAN,DOE Owned,FIELD HOUSE,"3,150",FIELD HOUSE,Y,Inside,N,
Manhattan,2,2,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,DOE Owned,201,"2,832",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,DOE Owned,403,"5,192",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M281,The River School,Elementary,M281,P.S. 281 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"8,000",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M282,Urban Assembly Maker Academy,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,250,"6,882",GYM/AUD/CAFETERIA,Y,Inside,Y,
Manhattan,2,2,02M282,Urban Assembly Maker Academy,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,GYM #1,"5,106",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M282,Urban Assembly Maker Academy,High school,M520,MURRY BERGTRAUM HS (ECF) - M,DOE Owned,GYM #2,"11,840",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M282,Urban Assembly Maker Academy,High school,M521,BERGTRAUM AF - MANHATTAN,DOE Owned,ATHLETIC FIELD,"102,000",ATHLETIC FIELD,Y,Outside,N,
Manhattan,2,2,02M282,Urban Assembly Maker Academy,High school,M521,BERGTRAUM AF - MANHATTAN,DOE Owned,FIELD HOUSE,"3,150",FIELD HOUSE,Y,Inside,N,
Manhattan,2,2,02M288,Food and Finance High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,175,231,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M288,Food and Finance High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,468,777,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M288,Food and Finance High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,513,"1,242",DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M288,Food and Finance High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,375-D,660,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M288,Food and Finance High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,569-GYM,"4,756",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M288,Food and Finance High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,580-GYM,"9,804",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M288,Food and Finance High School,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,G35,"1,326",MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - MANHATTAN,DOE Owned,127,688,DANCE ROOM,Y,Inside,N,
Manhattan,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - MANHATTAN,DOE Owned,315,"4,845",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"8,600",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,403,638,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,404,550,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,501,594,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,1 FLOOR,"7,784",GYM/CAFETERIA,N,Inside,Y,
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"2,207",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"1,907",OUTDOOR YARD,N,Outside,N,
